series_id,TotalPrivate,footnote_codes_x,date,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes_y,begin_year,begin_period,end_year,end_period
CES0500000026    ,255.0,,1977-02-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CES0800000006    ,36985.0,,1977-02-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,52676.0,,1977-02-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0800000010    ,19401.0,,1977-02-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0600000001    ,21783.0,,1977-02-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CES0800000001    ,43454.0,,1977-02-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0600000006    ,17032.0,,1977-02-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0500000006    ,54017.0,,1977-02-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0600000006    ,16390.0,,1977-02-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0700000001    ,58510.0,,1977-02-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0500000001    ,64495.0,,1977-02-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CEU0800000010    ,19089.0,,1977-02-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0600000010    ,5495.0,,1977-02-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CEU0700000001    ,57964.0,,1977-02-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0500000001    ,65932.0,,1977-02-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CEU0800000006    ,36286.0,,1977-02-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0600000001    ,22478.0,,1977-02-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CES0700000010    ,26343.0,,1977-02-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000001    ,42712.0,,1977-02-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0600000010    ,5595.0,,1977-02-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,26229.0,,1977-02-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,24996.0,,1977-02-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0700000010    ,26485.0,,1977-03-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000001    ,58458.0,,1977-03-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0800000001    ,43138.0,,1977-03-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0600000010    ,5554.0,,1977-03-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CEU0800000010    ,19303.0,,1977-03-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0700000001    ,58719.0,,1977-03-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0600000006    ,17216.0,,1977-03-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0800000001    ,43669.0,,1977-03-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0600000001    ,22146.0,,1977-03-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CES0500000025    ,65969.0,,1977-03-01,05,05000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M03,2022,M12
CES0600000025    ,22490.0,,1977-03-01,06,06000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, goods-producing, seasonally adjusted",,1939,M03,2022,M12
CES0500000010    ,25151.0,,1977-03-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0500000010    ,24857.0,,1977-03-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0500000026    ,323.0,,1977-03-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CES0500000001    ,66341.0,,1977-03-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CES0500000006    ,54391.0,,1977-03-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0600000010    ,5627.0,,1977-03-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CEU0600000006    ,16729.0,,1977-03-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0700000025    ,58533.0,,1977-03-01,07,07000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, service-providing, seasonally adjusted",,1939,M03,2022,M12
CEU0700000010    ,26511.0,,1977-03-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,53401.0,,1977-03-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000001    ,65284.0,,1977-03-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0800000006    ,37175.0,,1977-03-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0600000001    ,22672.0,,1977-03-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CES0800000010    ,19524.0,,1977-03-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000006    ,36672.0,,1977-03-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,26725.0,,1977-04-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0600000001    ,22807.0,,1977-04-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CEU0700000001    ,59000.0,,1977-04-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0700000001    ,58921.0,,1977-04-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0600000006    ,17332.0,,1977-04-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CEU0800000001    ,43680.0,,1977-04-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0500000006    ,54673.0,,1977-04-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0800000010    ,19608.0,,1977-04-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,54281.0,,1977-04-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0800000001    ,43846.0,,1977-04-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0600000010    ,5663.0,,1977-04-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000006    ,37181.0,,1977-04-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0700000010    ,26572.0,,1977-04-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000010    ,19515.0,,1977-04-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000010    ,25123.0,,1977-04-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000001    ,66219.0,,1977-04-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0800000006    ,37341.0,,1977-04-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,25271.0,,1977-04-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0500000026    ,340.0,,1977-04-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CEU0600000006    ,17100.0,,1977-04-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0500000001    ,66653.0,,1977-04-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CEU0600000001    ,22539.0,,1977-04-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CEU0600000010    ,5608.0,,1977-04-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000001    ,66956.0,,1977-05-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CEU0500000001    ,66989.0,,1977-05-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CEU0700000010    ,26980.0,,1977-05-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0600000006    ,17412.0,,1977-05-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CEU0800000006    ,37575.0,,1977-05-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0800000006    ,37510.0,,1977-05-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,54987.0,,1977-05-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0800000001    ,44099.0,,1977-05-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0700000001    ,59486.0,,1977-05-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0600000010    ,5669.0,,1977-05-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,25413.0,,1977-05-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0600000001    ,22890.0,,1977-05-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CES0700000001    ,59169.0,,1977-05-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0800000010    ,19719.0,,1977-05-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0600000010    ,5694.0,,1977-05-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CES0500000026    ,341.0,,1977-05-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CES0700000010    ,26738.0,,1977-05-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0500000006    ,54941.0,,1977-05-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0800000001    ,44037.0,,1977-05-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0500000010    ,25395.0,,1977-05-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0600000006    ,17431.0,,1977-05-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0600000001    ,22919.0,,1977-05-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CEU0800000010    ,19726.0,,1977-05-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0600000001    ,23046.0,,1977-06-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CEU0800000001    ,44592.0,,1977-06-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0800000001    ,44235.0,,1977-06-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0700000001    ,59942.0,,1977-06-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0600000025    ,22924.0,,1977-06-01,06,06000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, goods-producing, seasonally adjusted",,1939,M03,2022,M12
CES0600000006    ,17516.0,,1977-06-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0500000006    ,55194.0,,1977-06-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0500000025    ,66963.0,,1977-06-01,05,05000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M03,2022,M12
CEU0600000010    ,5777.0,,1977-06-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CES0800000006    ,37678.0,,1977-06-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0600000001    ,23396.0,,1977-06-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CEU0500000010    ,25699.0,,1977-06-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0800000006    ,38004.0,,1977-06-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0700000001    ,59442.0,,1977-06-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0500000026    ,313.0,,1977-06-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CEU0500000001    ,67988.0,,1977-06-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0600000010    ,5728.0,,1977-06-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000010    ,19922.0,,1977-06-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,55839.0,,1977-06-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0700000010    ,26922.0,,1977-06-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,25570.0,,1977-06-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0600000006    ,17835.0,,1977-06-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0700000025    ,59177.0,,1977-06-01,07,07000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, service-providing, seasonally adjusted",,1939,M03,2022,M12
CES0500000001    ,67281.0,,1977-06-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CES0800000010    ,19842.0,,1977-06-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,27083.0,,1977-06-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000006    ,55394.0,,1977-07-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0800000010    ,19886.0,,1977-07-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0600000010    ,5690.0,,1977-07-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,26416.0,,1977-07-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,25689.0,,1977-07-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0600000001    ,23300.0,,1977-07-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CES0700000010    ,27068.0,,1977-07-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000006    ,38054.0,,1977-07-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000010    ,25576.0,,1977-07-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0800000006    ,37841.0,,1977-07-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,55749.0,,1977-07-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0800000001    ,44429.0,,1977-07-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0700000001    ,59728.0,,1977-07-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0600000006    ,17695.0,,1977-07-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0600000001    ,23106.0,,1977-07-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CEU0800000001    ,44680.0,,1977-07-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0500000001    ,67980.0,,1977-07-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0500000026    ,294.0,,1977-07-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CES0800000010    ,19938.0,,1977-07-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000001    ,59377.0,,1977-07-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0600000006    ,17553.0,,1977-07-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0500000001    ,67535.0,,1977-07-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CES0600000010    ,5751.0,,1977-07-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CES0600000010    ,5761.0,,1977-08-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CES0500000001    ,67747.0,,1977-08-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CEU0600000010    ,5831.0,,1977-08-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CEU0800000010    ,19992.0,,1977-08-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0800000001    ,44829.0,,1977-08-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0800000001    ,44623.0,,1977-08-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0700000001    ,59951.0,,1977-08-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CEU0500000010    ,25823.0,,1977-08-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0600000006    ,17923.0,,1977-08-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CEU0600000001    ,23552.0,,1977-08-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CEU0800000006    ,38176.0,,1977-08-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000006    ,56099.0,,1977-08-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0800000006    ,37988.0,,1977-08-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0700000010    ,27214.0,,1977-08-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0500000006    ,55542.0,,1977-08-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,25797.0,,1977-08-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,26456.0,,1977-08-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000026    ,264.0,,1977-08-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CEU0500000001    ,68381.0,,1977-08-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0800000010    ,20036.0,,1977-08-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000001    ,59419.0,,1977-08-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CES0600000006    ,17554.0,,1977-08-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CES0600000001    ,23124.0,,1977-08-01,06,06000000,01,S,"All employees, thousands, goods-producing, seasonally adjusted",,1939,M01,2023,M02
CES0800000010    ,20205.0,,1977-09-01,08,08000000,10,S,"Women employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0800000006    ,38385.0,,1977-09-01,08,08000000,06,U,"Production and nonsupervisory employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000010    ,26000.0,,1977-09-01,05,05000000,10,S,"Women employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CES0600000006    ,17636.0,,1977-09-01,06,06000000,06,S,"Production and nonsupervisory employees, thousands, goods-producing, seasonally adjusted",,1947,M01,2023,M02
CEU0600000006    ,18104.0,,1977-09-01,06,06000000,06,U,"Production and nonsupervisory employees, thousands, goods-producing, not seasonally adjusted",,1947,M01,2023,M02
CES0700000010    ,27432.0,,1977-09-01,07,07000000,10,S,"Women employees, thousands, service-providing, seasonally adjusted",,1964,M01,2023,M02
CEU0700000010    ,27259.0,,1977-09-01,07,07000000,10,U,"Women employees, thousands, service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0700000025    ,59989.0,,1977-09-01,07,07000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, service-providing, seasonally adjusted",,1939,M03,2022,M12
CEU0800000010    ,20251.0,,1977-09-01,08,08000000,10,U,"Women employees, thousands, private service-providing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000001    ,68129.0,,1977-09-01,05,05000000,01,S,"All employees, thousands, total private, seasonally adjusted",,1939,M01,2023,M02
CEU0500000006    ,56489.0,,1977-09-01,05,05000000,06,U,"Production and nonsupervisory employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CEU0500000010    ,26165.0,,1977-09-01,05,05000000,10,U,"Women employees, thousands, total private, not seasonally adjusted",,1964,M01,2023,M02
CES0500000006    ,55858.0,,1977-09-01,05,05000000,06,S,"Production and nonsupervisory employees, thousands, total private, seasonally adjusted",,1964,M01,2023,M02
CEU0600000001    ,23742.0,,1977-09-01,06,06000000,01,U,"All employees, thousands, goods-producing, not seasonally adjusted",,1939,M01,2023,M02
CES0800000006    ,38222.0,,1977-09-01,08,08000000,06,S,"Production and nonsupervisory employees, thousands, private service-providing, seasonally adjusted",,1964,M01,2023,M02
CES0500000025    ,67804.0,,1977-09-01,05,05000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M03,2022,M12
CEU0600000010    ,5914.0,,1977-09-01,06,06000000,10,U,"Women employees, thousands, goods-producing, not seasonally adjusted",,1964,M01,2023,M02
CES0500000026    ,283.0,,1977-09-01,05,05000000,26,S,"All employees, 3-month average change, seasonally adjusted, thousands, total private, seasonally adjusted",,1939,M04,2023,M02
CES0700000001    ,60288.0,,1977-09-01,07,07000000,01,S,"All employees, thousands, service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0800000001    ,44885.0,,1977-09-01,08,08000000,01,S,"All employees, thousands, private service-providing, seasonally adjusted",,1939,M01,2023,M02
CES0600000010    ,5795.0,,1977-09-01,06,06000000,10,S,"Women employees, thousands, goods-producing, seasonally adjusted",,1964,M01,2023,M02
CEU0500000001    ,68814.0,,1977-09-01,05,05000000,01,U,"All employees, thousands, total private, not seasonally adjusted",,1939,M01,2023,M02
CES0600000025    ,23158.0,,1977-09-01,06,06000000,25,S,"All employees, quarterly averages, seasonally adjusted, thousands, goods-producing, seasonally adjusted",,1939,M03,2022,M12
CEU0700000001    ,60180.0,,1977-09-01,07,07000000,01,U,"All employees, thousands, service-providing, not seasonally adjusted",,1939,M01,2023,M02
CEU0800000001    ,45072.0,,1977-09-01,08,08000000,01,U,"All employees, thousands, private service-providing, not seasonally adjusted",,1939,M01,2023,M02
